Section,Class Number,Open Seats,Total Seats,Reserved Seats,Percent,Timestamp
SEM Section 01,9061,15,15,No,0.0,2021-07-10 11:45:37.617655
SEM Section 02,8705,15,15,No,0.0,2021-07-10 11:45:37.617678
Lecture Section 01,6647,41,50,No,18.0,2021-07-10 11:45:37.617686
SEM Section 01,6639,0,12,No,100.0,2021-07-10 11:45:37.617695
SEM Section 01,7476,0,18,No,100.0,2021-07-10 11:45:37.617703
SEM Section 01,6630,0,18,No,100.0,2021-07-10 11:45:37.617711
Lecture Section 01,9099,8,16,No,50.0,2021-07-10 11:45:37.617719
Lecture Section 01,9124,4,18,No,77.77777777777779,2021-07-10 11:45:37.617727
Lecture Section 001,9018,28,40,No,30.0,2021-07-10 11:45:37.617735
Discussion Section 01D,9019,12,20,No,40.0,2021-07-10 11:45:37.617742
Discussion Section 02D,9020,16,20,No,20.0,2021-07-10 11:45:37.617750
SEM Section 01,6654,0,12,No,100.0,2021-07-10 11:45:37.617758
SEM Section 01,8905,6,16,No,62.5,2021-07-10 11:45:37.617766
Lecture Section 01,8991,9,10,No,10.0,2021-07-10 11:45:37.617773
SEM Section 01,6642,7,15,No,53.333333333333336,2021-07-10 11:45:37.617780
SEM Section 01,9094,11,12,No,8.333333333333332,2021-07-10 11:45:37.617788
SEM Section 01,6684,1,18,No,94.44444444444444,2021-07-10 11:45:37.617795
SEM Section 01,6663,10,15,No,33.33333333333333,2021-07-10 11:45:37.617802
SEM Section 01,6871,16,18,No,11.11111111111111,2021-07-10 11:45:37.617810
Lecture Section 01,9217,0,12,No,100.0,2021-07-10 11:45:37.617836
SEM Section 01,8900,0,16,No,100.0,2021-07-10 11:45:37.617844
Lecture Section 01,8964,1,8,No,87.5,2021-07-10 11:45:37.617851
SEM Section 01,6660,10,13,No,23.076923076923077,2021-07-10 11:45:37.617859
Lecture Section 01,7607,38,45,No,15.555555555555555,2021-07-10 11:45:37.617874
Lecture Section 01,6576,0,14,No,100.0,2021-07-10 11:45:37.617884
Lecture Section 01,5133,27,30,No,10.0,2021-07-10 11:45:37.617891
Lecture Section 01,8944,0,35,No,100.0,2021-07-10 11:45:37.617898
Lecture Section 02,8945,1,35,No,97.14285714285714,2021-07-10 11:45:37.617905
Laboratory Section 01L,7397,4,10,No,60.0,2021-07-10 11:45:37.617913
Lecture Section 01,6386,0,35,No,100.0,2021-07-10 11:45:37.617920
SEM Section 01,9058,0,9,No,100.0,2021-07-10 11:45:37.617928
SEM Section 01,8976,8,12,No,33.33333333333333,2021-07-10 11:45:37.617935
SEM Section 02,8977,0,12,No,100.0,2021-07-10 11:45:37.617942
Lecture Section 01,9023,20,45,No,55.55555555555556,2021-07-10 11:45:37.617950
Lecture Section 01,7610,0,45,No,100.0,2021-07-10 11:45:37.617958
SEM Section 01,8980,4,15,No,73.33333333333333,2021-07-10 11:45:37.617965
Lecture Section 001,7356,25,100,No,75.0,2021-07-10 11:45:37.617972
Discussion Section 01D,7357,0,19,No,100.0,2021-07-10 11:45:37.617980
Discussion Section 02D,7358,0,18,No,100.0,2021-07-10 11:45:37.617987
Discussion Section 03D,7359,0,19,No,100.0,2021-07-10 11:45:37.617995
Discussion Section 04D,7360,0,19,No,100.0,2021-07-10 11:45:37.618002
SEM Section 01,4965,6,18,No,66.66666666666666,2021-07-10 11:45:37.618010
SEM Section 01,7450,10,18,No,44.44444444444444,2021-07-10 11:45:37.618017
Lecture Section 01,9451,21,25,No,16.0,2021-07-10 11:45:37.618024
IND Section 01,9134,3,3,No,0.0,2021-07-10 11:45:37.618032
IND Section 02,9135,3,3,No,0.0,2021-07-10 11:45:37.618039
IND Section 03,9136,3,3,No,0.0,2021-07-10 11:45:37.618046
IND Section 01,9137,3,3,No,0.0,2021-07-10 11:45:37.618053
IND Section 02,9138,3,3,No,0.0,2021-07-10 11:45:37.618060
IND Section 03,9139,3,3,No,0.0,2021-07-10 11:45:37.618067
Lecture Section 01,4454,7,35,No,80.0,2021-07-10 11:45:37.618074
Lecture Section 01,7423,2,10,No,80.0,2021-07-10 11:45:37.618081
SEM Section 01,5771,6,12,No,50.0,2021-07-10 11:45:37.618088
Lecture Section 01,9222,0,10,No,100.0,2021-07-10 11:45:37.618096
Lecture Section 01,5708,10,18,No,44.44444444444444,2021-07-10 11:45:37.618103
SEM Section 01,7772,0,18,No,100.0,2021-07-10 11:45:37.618110
Lecture Section 001,7480,3,12,No,75.0,2021-07-10 11:45:37.618117
Laboratory Section 01L,7481,3,12,No,75.0,2021-07-10 11:45:37.618129
SEM Section 01,9186,4,15,No,73.33333333333333,2021-07-10 11:45:37.618137
SEM Section 01,8984,1,9,No,88.88888888888889,2021-07-10 11:45:37.618144
SEM Section 01,9028,9,10,No,10.0,2021-07-10 11:45:37.618151
SEM Section 01,9066,0,12,No,100.0,2021-07-10 11:45:37.618158
SEM Section 01,9077,0,18,No,100.0,2021-07-10 11:45:37.618165
SEM Section 01,9064,0,10,No,100.0,2021-07-10 11:45:37.618172
SEM Section 01,6691,0,10,No,100.0,2021-07-10 11:45:37.618180
SEM Section 01,9173,0,12,No,100.0,2021-07-10 11:45:37.618187
SEM Section 01,6671,0,15,No,100.0,2021-07-10 11:45:37.618196
IND Section 01,9037,3,3,No,0.0,2021-07-10 11:45:37.618203
IND Section 02,9038,3,3,No,0.0,2021-07-10 11:45:37.618210
IND Section 03,9039,3,3,No,0.0,2021-07-10 11:45:37.618216
IND Section 01,9031,3,3,No,0.0,2021-07-10 11:45:37.618223
IND Section 02,9032,3,3,No,0.0,2021-07-10 11:45:37.618230
IND Section 03,9033,3,3,No,0.0,2021-07-10 11:45:37.618237
IND Section 01,9040,3,3,No,0.0,2021-07-10 11:45:37.618244
IND Section 02,9041,3,3,No,0.0,2021-07-10 11:45:37.618251
IND Section 03,9042,3,3,No,0.0,2021-07-10 11:45:37.618258
IND Section 01,9034,3,3,No,0.0,2021-07-10 11:45:37.618265
IND Section 02,9035,3,3,No,0.0,2021-07-10 11:45:37.618271
IND Section 03,9036,3,3,No,0.0,2021-07-10 11:45:37.618278
IND Section 01,9046,3,3,No,0.0,2021-07-10 11:45:37.618285
IND Section 02,9047,3,3,No,0.0,2021-07-10 11:45:37.618292
IND Section 03,9048,3,3,No,0.0,2021-07-10 11:45:37.618299
IND Section 01,9043,3,3,No,0.0,2021-07-10 11:45:37.618306
IND Section 02,9044,3,3,No,0.0,2021-07-10 11:45:37.618313
IND Section 03,9045,3,3,No,0.0,2021-07-10 11:45:37.618320
IND Section 01,9052,3,3,No,0.0,2021-07-10 11:45:37.618327
