Class Name,Section,Class Number,Open Seats,Total Seats,Percent,Reserved Seats,Timestamp
"Sleep in Society: History, Culture, and Medicine | LINGUIST 121FS",SEM Section 01,4993,0,18,100.0,No,2021-06-30 21:49:24.523939
"Languages, Margins, Borders: Representations, Practices, and Policies | LINGUIST 125FS",SEM Section 01,4382,3,18,83.33333333333334,No,2021-06-30 21:49:26.889089
Introduction to Linguistics | LINGUIST 201,Lecture Section 01,4367,30,30,0.0,No,2021-06-30 21:49:29.298773
Introduction to Linguistics | LINGUIST 201,Lecture Section 02,4368,30,30,0.0,No,2021-06-30 21:49:31.713399
Elements of Linguistic Structure | LINGUIST 203,Lecture Section 01,4379,20,20,0.0,No,2021-06-30 21:49:34.107345
Variety in Language: English in the United States | LINGUIST 206,Lecture Section 01,4372,30,30,0.0,No,2021-06-30 21:49:36.468708
Philosophy of Mind | LINGUIST 208,Lecture Section 01,4453,35,35,0.0,No,2021-06-30 21:49:38.841943
"Law, Ethics & Responsibility | LINGUIST 212FS",SEM Section 01,4376,0,18,100.0,No,2021-06-30 21:49:41.248724
Neuroscience and Human Language | LINGUIST 216FS,SEM Section 01,4374,0,18,100.0,No,2021-06-30 21:49:43.589845
Symbolic Logic | LINGUIST 250,Lecture Section 01,4450,18,18,0.0,No,2021-06-30 21:49:45.916039
Advanced Spanish Grammar | LINGUIST 301,Lecture Section 01,5695,15,15,0.0,No,2021-06-30 21:49:48.290791
French Composition and Translation | LINGUIST 304S,SEM Section 01,5629,12,12,0.0,No,2021-06-30 21:49:50.676144
Bilingualism | LINGUIST 308S,SEM Section 01,6567,18,18,0.0,No,2021-06-30 21:49:53.106046
Spanish in the U.S. | LINGUIST 309S,SEM Section 01,5737,15,15,0.0,No,2021-06-30 21:49:55.477470
Language Development | LINGUIST 437S,SEM Section 01,4588,14,14,0.0,No,2021-06-30 21:49:57.828779
Language and Society | LINGUIST 451,Lecture Section 01,7260,25,25,0.0,No,2021-06-30 21:50:00.170940
Research Independent Study | LINGUIST 493,IND Section 01,4371,1,1,0.0,No,2021-06-30 21:50:02.581399
"Cyber Law: Law, Language, and Computers | LINGUIST 498",Lecture Section 01,4381,30,30,0.0,No,2021-06-30 21:50:04.939680
